user_id,data_provenance,as_of_date,signup_date,focus_area,account_age_days,days_since_last_session,sessions_7d,sessions_30d,pulse_checkins_7d,pulse_checkins_30d,weekly_active_days,avg_session_minutes,content_diversity_30d,consultations_90d,days_since_last_consultation,briefs_started_30d,referrals_created_90d,feedback_helpful_rate,signup_completed,onboarding_completed,pulse_completed,brief_created,consultation_booked,repeat_consultation_90d,invites_created,invites_opened,invites_completed,retained_d1,retained_d7,retained_d30,future_30d_churn,future_14d_consultation
SYN-00016,synthetic_demo,2026-02-07,2024-12-25,career,409,21,0,2,0,1,0,2.58,2,0,180,1,0,0.6682,1,1,1,1,0,0,0,0,0,0,0,0,1,0
SYN-00129,synthetic_demo,2026-02-07,2025-03-20,finance,324,6,7,14,4,6,6,8.23,3,0,180,3,1,0.7073,1,1,1,1,1,0,1,0,0,1,0,0,0,1
SYN-00343,synthetic_demo,2026-02-07,2025-11-05,career,94,17,0,1,0,0,0,4.13,2,0,180,0,0,0.6611,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00396,synthetic_demo,2026-02-07,2025-01-21,personal_growth,382,7,0,3,0,3,0,7.16,3,0,180,1,0,0.4987,1,1,1,1,1,0,0,0,0,1,1,1,1,0
SYN-00440,synthetic_demo,2026-02-07,2025-12-14,education,55,0,1,4,1,1,0,5.19,2,0,180,0,0,0.8303,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00859,synthetic_demo,2026-02-07,2026-01-03,personal_growth,35,2,2,4,0,4,2,10.01,4,2,40,1,1,0.7638,1,1,1,1,1,1,1,1,0,0,0,0,0,0
SYN-00966,synthetic_demo,2026-02-07,2024-09-04,finance,521,15,0,5,0,1,0,6.9,1,0,180,0,1,0.5994,1,1,1,0,0,0,1,0,0,0,0,0,1,0
SYN-01221,synthetic_demo,2026-02-07,2025-07-05,education,217,1,2,2,1,1,2,9.14,3,0,180,0,1,0.8786,1,1,1,0,0,0,1,0,0,0,0,0,1,0
SYN-01278,synthetic_demo,2026-02-07,2025-03-14,finance,330,10,0,3,0,2,0,5.06,3,0,180,1,0,0.492,1,1,1,1,0,0,0,0,0,0,0,0,1,0
SYN-01329,synthetic_demo,2026-02-07,2025-07-21,career,201,4,1,2,0,0,1,5.8,4,0,180,0,1,0.5065,1,1,0,0,0,0,1,0,0,0,0,0,0,1
SYN-01347,synthetic_demo,2026-02-07,2025-01-29,relationship,374,30,0,0,0,0,0,3.95,0,1,31,0,0,0.3765,1,0,0,0,0,0,0,0,0,1,0,0,1,1
SYN-01791,synthetic_demo,2026-02-07,2024-08-29,family,527,24,0,1,0,0,0,5.84,3,0,180,0,1,0.7296,1,1,0,0,0,0,1,0,0,1,0,0,1,0
SYN-01941,synthetic_demo,2026-02-07,2024-09-16,relationship,509,30,0,0,0,0,0,9.69,0,0,180,0,0,0.7212,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-02190,synthetic_demo,2026-02-07,2025-07-21,personal_growth,201,6,1,2,1,1,1,3.34,2,0,180,0,0,0.6755,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02305,synthetic_demo,2026-02-07,2025-05-15,personal_growth,268,7,0,2,0,2,0,5.55,0,0,180,0,0,0.4092,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02324,synthetic_demo,2026-02-07,2024-12-14,finance,420,7,0,2,0,0,0,1.0,2,0,180,0,0,0.3971,1,1,0,0,0,0,0,0,0,1,0,0,0,1
SYN-02387,synthetic_demo,2026-02-07,2025-04-15,personal_growth,298,29,0,1,0,0,0,5.16,2,0,180,0,0,0.8878,1,0,0,0,0,0,0,0,0,1,1,1,1,1
SYN-00318,synthetic_demo,2026-02-08,2024-12-07,career,428,6,1,7,1,4,1,4.87,4,0,180,0,1,0.5492,1,1,1,0,0,0,1,1,1,0,0,0,0,1
SYN-00363,synthetic_demo,2026-02-08,2024-11-21,career,444,23,0,4,0,1,0,5.48,1,0,180,0,0,0.9329,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00622,synthetic_demo,2026-02-08,2025-11-29,finance,71,7,0,2,0,1,0,8.27,0,0,180,0,0,0.5906,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01253,synthetic_demo,2026-02-08,2024-12-16,career,419,15,0,1,0,0,0,4.83,0,0,180,0,0,0.6593,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01411,synthetic_demo,2026-02-08,2025-06-25,career,228,28,0,1,0,1,0,5.22,2,1,57,0,1,0.6175,1,1,1,0,0,0,1,1,1,0,0,0,1,0
SYN-01625,synthetic_demo,2026-02-08,2025-02-13,relationship,360,7,0,4,0,1,0,3.2,2,1,19,0,0,0.94,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-00184,synthetic_demo,2026-02-09,2025-08-18,relationship,175,7,0,5,0,2,0,5.5,3,1,69,0,0,0.6176,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00761,synthetic_demo,2026-02-09,2024-08-21,education,537,6,1,4,0,3,0,3.52,3,0,180,2,0,0.6514,1,1,1,1,0,0,0,0,0,0,0,0,0,1
SYN-00769,synthetic_demo,2026-02-09,2025-01-03,career,402,16,0,1,0,0,0,2.66,4,0,180,0,0,0.842,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01610,synthetic_demo,2026-02-09,2024-09-13,family,514,7,0,2,0,2,0,3.1,1,0,180,0,0,0.584,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01646,synthetic_demo,2026-02-09,2024-12-27,personal_growth,409,0,2,6,1,3,2,7.27,2,0,180,0,1,0.8005,1,1,1,0,0,0,1,0,0,0,0,0,1,0
SYN-02043,synthetic_demo,2026-02-09,2025-12-19,education,52,29,0,3,0,1,0,2.12,2,0,180,0,0,0.677,1,1,1,0,0,0,0,0,0,1,1,0,1,0
SYN-02125,synthetic_demo,2026-02-09,2025-10-12,personal_growth,120,7,0,2,0,1,0,6.74,0,2,85,0,0,0.4833,1,1,1,0,0,1,0,0,0,1,0,0,0,0
SYN-00096,synthetic_demo,2026-02-10,2025-11-17,family,85,30,0,0,0,0,0,7.03,0,0,180,0,0,0.5957,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00145,synthetic_demo,2026-02-10,2025-12-29,relationship,43,7,0,4,0,2,0,6.02,2,0,180,0,0,0.7615,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00261,synthetic_demo,2026-02-10,2026-01-04,career,37,0,2,2,1,1,2,6.1,3,0,180,0,0,0.3325,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-00610,synthetic_demo,2026-02-10,2024-11-23,personal_growth,444,30,0,0,0,0,0,5.48,0,0,180,0,1,0.8045,1,0,0,0,0,0,1,1,1,1,0,0,1,0
SYN-00632,synthetic_demo,2026-02-10,2025-09-19,relationship,144,6,2,7,2,2,2,5.16,3,0,180,1,1,0.6352,1,1,1,1,1,0,1,1,1,0,0,0,0,0
SYN-01094,synthetic_demo,2026-02-10,2024-12-02,relationship,435,27,0,1,0,0,0,3.17,1,0,180,0,0,0.7915,1,0,0,0,0,0,0,0,0,1,0,0,1,1
SYN-01169,synthetic_demo,2026-02-10,2025-09-05,career,158,5,1,2,0,2,1,3.49,2,0,180,0,0,0.837,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-01573,synthetic_demo,2026-02-10,2024-12-07,education,430,7,0,1,0,0,0,2.32,4,0,180,0,0,0.712,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01688,synthetic_demo,2026-02-10,2025-12-20,personal_growth,52,3,3,6,1,4,1,7.96,3,2,9,0,0,0.9487,1,1,1,0,0,1,0,0,0,0,0,0,0,0
SYN-01949,synthetic_demo,2026-02-10,2024-10-16,education,482,29,0,1,0,1,0,4.34,3,0,180,1,0,0.7466,1,1,1,1,0,0,0,0,0,0,0,0,1,0
SYN-02089,synthetic_demo,2026-02-10,2024-10-17,career,481,12,0,3,0,1,0,7.27,2,0,180,0,0,0.5411,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-02146,synthetic_demo,2026-02-10,2025-12-11,career,61,1,1,6,1,2,1,7.87,4,1,63,0,1,0.3993,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-00054,synthetic_demo,2026-02-11,2025-01-09,education,398,0,1,6,1,2,1,6.44,3,1,4,0,0,0.9287,1,1,1,0,0,0,0,0,0,1,1,0,1,1
SYN-00631,synthetic_demo,2026-02-11,2025-01-11,finance,396,2,2,5,2,2,2,6.74,3,1,14,0,1,0.4966,1,1,1,0,0,0,1,1,0,0,0,0,0,0
SYN-00892,synthetic_demo,2026-02-11,2024-12-10,career,428,17,0,3,0,1,0,7.69,1,1,55,0,0,0.6116,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-00946,synthetic_demo,2026-02-11,2024-11-05,personal_growth,463,7,0,2,0,2,0,9.38,2,0,180,0,0,0.6915,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01875,synthetic_demo,2026-02-11,2024-09-22,education,507,7,0,1,0,1,0,11.32,2,1,23,0,1,0.9592,1,1,1,0,0,0,1,0,0,0,0,0,0,1
SYN-01887,synthetic_demo,2026-02-11,2026-01-05,family,37,3,3,6,3,3,3,6.06,2,0,180,0,1,0.8928,1,1,1,0,0,0,1,1,0,1,1,0,0,1
SYN-00532,synthetic_demo,2026-02-12,2025-11-22,relationship,82,4,1,5,1,2,1,3.88,2,1,72,1,0,0.4494,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-00696,synthetic_demo,2026-02-12,2024-09-27,education,503,7,0,4,0,1,0,9.87,4,1,43,0,0,0.8976,1,1,1,0,0,0,0,0,0,1,1,0,0,1
SYN-00985,synthetic_demo,2026-02-12,2024-08-22,relationship,539,35,0,0,0,0,0,5.52,0,1,30,0,0,0.6573,1,1,0,0,0,0,0,0,0,0,0,0,1,1
SYN-00995,synthetic_demo,2026-02-12,2025-07-02,relationship,225,13,0,2,0,1,0,7.08,2,0,180,0,0,0.7451,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01549,synthetic_demo,2026-02-12,2025-11-10,career,94,5,2,9,1,3,2,7.39,3,2,59,1,1,0.7945,1,1,1,1,0,1,1,1,0,0,0,0,0,1
SYN-01832,synthetic_demo,2026-02-12,2025-07-31,career,196,9,0,1,0,1,0,1.0,2,0,180,0,0,0.4365,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02158,synthetic_demo,2026-02-12,2024-10-06,relationship,494,30,0,0,0,0,0,4.98,0,0,180,0,0,0.7395,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00069,synthetic_demo,2026-02-13,2025-02-13,relationship,365,7,0,3,0,0,0,7.99,3,0,180,0,0,0.9397,1,1,0,0,0,0,0,0,0,1,1,0,1,0
SYN-00406,synthetic_demo,2026-02-13,2025-01-07,relationship,402,29,0,4,0,3,0,8.48,2,0,180,0,1,0.8211,1,1,1,0,0,0,1,1,1,0,0,0,1,0
SYN-00419,synthetic_demo,2026-02-13,2025-02-12,career,366,6,2,3,0,2,0,5.61,2,0,180,0,0,0.7394,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-00422,synthetic_demo,2026-02-13,2025-09-18,relationship,148,7,0,7,0,4,0,8.33,3,0,180,0,0,0.6082,1,1,1,0,0,0,0,0,0,1,1,0,1,0
SYN-00464,synthetic_demo,2026-02-13,2024-10-23,finance,478,6,1,4,0,2,1,5.54,3,0,180,0,0,0.7199,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00535,synthetic_demo,2026-02-13,2025-10-24,personal_growth,112,2,1,7,0,2,1,3.17,1,1,51,1,0,0.6644,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-00906,synthetic_demo,2026-02-13,2025-01-25,relationship,384,7,0,3,0,2,0,4.45,2,0,180,0,1,0.3894,1,1,1,0,0,0,1,0,0,1,1,1,0,0
SYN-01211,synthetic_demo,2026-02-13,2025-02-12,relationship,366,1,2,10,1,9,2,4.31,4,1,68,0,0,0.9679,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01393,synthetic_demo,2026-02-13,2025-12-12,relationship,63,2,2,8,2,2,2,7.65,2,1,32,0,1,0.707,1,1,1,0,0,0,1,1,1,1,0,0,0,0
SYN-01543,synthetic_demo,2026-02-13,2024-12-26,career,414,9,0,1,0,0,0,4.85,2,1,7,0,0,0.8883,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SYN-01668,synthetic_demo,2026-02-13,2024-12-16,finance,424,29,0,1,0,0,0,4.88,1,0,180,0,0,0.8717,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01767,synthetic_demo,2026-02-13,2024-12-08,relationship,432,1,1,5,0,3,0,7.16,3,0,180,0,1,0.6404,1,1,1,0,0,0,1,1,0,1,0,0,1,0
SYN-01870,synthetic_demo,2026-02-13,2024-10-26,family,475,0,4,5,3,3,4,7.85,4,2,28,2,0,0.9371,1,1,1,1,1,1,0,0,0,1,0,0,0,1
SYN-01983,synthetic_demo,2026-02-13,2025-06-28,career,230,6,1,3,0,0,0,2.03,1,0,180,0,0,0.7889,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SYN-02187,synthetic_demo,2026-02-13,2025-04-18,relationship,301,6,1,5,1,5,1,9.0,4,1,50,0,0,0.8438,1,1,1,0,0,0,0,0,0,1,1,1,0,1
SYN-02220,synthetic_demo,2026-02-13,2025-06-19,finance,239,6,2,2,1,1,2,6.38,2,0,180,0,1,0.6294,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-02248,synthetic_demo,2026-02-13,2025-12-16,family,59,7,0,5,0,4,0,5.29,1,0,180,0,1,0.7931,1,1,1,0,0,0,1,0,0,1,0,0,1,1
SYN-00062,synthetic_demo,2026-02-14,2025-03-22,career,329,0,1,5,0,2,1,5.52,2,0,180,0,0,0.8685,1,1,1,0,0,0,0,0,0,0,0,0,0,1
SYN-00342,synthetic_demo,2026-02-14,2024-09-13,relationship,519,30,0,0,0,0,0,4.32,0,0,180,0,0,0.631,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-00416,synthetic_demo,2026-02-14,2025-08-25,relationship,173,6,1,2,0,1,1,3.73,3,0,180,0,0,0.7173,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-00740,synthetic_demo,2026-02-14,2026-01-14,relationship,31,14,0,3,0,1,0,2.78,1,0,180,1,0,0.877,1,1,1,1,0,0,0,0,0,1,0,0,1,0
SYN-00963,synthetic_demo,2026-02-14,2024-12-12,education,429,7,0,2,0,2,0,3.52,4,0,180,0,1,0.6729,1,1,1,0,0,0,1,1,1,1,0,0,0,0
SYN-01121,synthetic_demo,2026-02-14,2025-01-07,finance,403,7,0,3,0,1,0,5.47,1,0,180,0,0,0.7712,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01188,synthetic_demo,2026-02-14,2024-11-07,career,464,2,1,6,0,4,1,9.61,3,1,63,1,2,0.8414,1,1,1,1,1,0,2,0,0,1,0,0,0,0
SYN-01539,synthetic_demo,2026-02-14,2024-12-12,family,429,6,2,6,1,6,1,3.82,2,0,180,1,1,0.7844,1,1,1,1,1,0,1,1,1,1,0,0,1,1
SYN-01601,synthetic_demo,2026-02-14,2025-06-22,relationship,237,20,0,3,0,2,0,6.05,3,0,180,0,0,0.7352,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01770,synthetic_demo,2026-02-14,2025-04-08,relationship,312,0,6,6,3,3,5,8.83,2,1,16,0,0,0.9092,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-02029,synthetic_demo,2026-02-14,2024-09-03,finance,529,6,1,7,1,4,1,4.04,0,0,180,0,0,0.7229,1,1,1,0,0,0,0,0,0,1,1,0,0,0
SYN-02052,synthetic_demo,2026-02-14,2024-09-30,relationship,502,24,0,3,0,1,0,3.91,1,0,180,0,0,0.8849,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02181,synthetic_demo,2026-02-14,2025-05-07,relationship,283,6,1,2,1,1,1,5.15,3,0,180,2,1,0.8843,1,1,1,1,1,0,1,1,0,0,0,0,1,0
SYN-02352,synthetic_demo,2026-02-14,2025-08-22,relationship,176,6,1,7,0,5,1,9.21,2,1,43,1,1,0.9012,1,1,1,1,1,0,1,0,0,0,0,0,0,1
SYN-00270,synthetic_demo,2026-02-15,2025-09-27,career,141,7,0,6,0,5,0,6.71,3,1,39,0,0,0.6492,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00292,synthetic_demo,2026-02-15,2025-04-26,personal_growth,295,6,1,3,1,2,1,6.19,3,0,180,0,0,0.4709,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-00822,synthetic_demo,2026-02-15,2024-09-19,family,514,30,0,0,0,0,0,3.87,0,0,180,0,0,0.4183,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01021,synthetic_demo,2026-02-15,2024-11-22,career,450,6,2,2,1,1,1,3.53,4,0,180,1,0,0.9482,1,1,1,1,1,0,0,0,0,1,1,0,0,1
SYN-01028,synthetic_demo,2026-02-15,2025-11-24,relationship,83,7,0,2,0,2,0,3.98,2,0,180,0,1,0.436,1,1,1,0,0,0,1,0,0,1,0,0,0,0
SYN-01177,synthetic_demo,2026-02-15,2024-09-05,career,528,7,0,3,0,0,0,2.43,0,0,180,0,0,0.5756,1,1,0,0,0,0,0,0,0,1,0,0,0,0
SYN-01241,synthetic_demo,2026-02-15,2025-11-19,education,88,8,0,3,0,1,0,3.98,2,0,180,0,0,0.5964,1,1,1,0,0,0,0,0,0,1,0,0,0,1
SYN-01892,synthetic_demo,2026-02-15,2024-10-20,education,483,6,1,6,0,2,1,5.9,2,1,62,1,2,0.6559,1,1,1,1,1,0,2,0,0,1,0,0,0,0
SYN-02055,synthetic_demo,2026-02-15,2025-09-25,personal_growth,143,6,2,4,0,4,2,4.11,1,1,62,0,2,0.6719,1,1,1,0,0,0,2,1,0,1,0,0,0,0
SYN-00755,synthetic_demo,2026-02-16,2025-09-20,career,149,20,0,5,0,3,0,2.88,3,0,180,0,0,0.5612,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-00802,synthetic_demo,2026-02-16,2024-12-15,family,428,6,1,2,0,0,1,4.85,1,0,180,0,0,0.6559,1,1,0,0,0,0,0,0,0,1,1,0,0,0
SYN-00896,synthetic_demo,2026-02-16,2025-03-07,education,346,6,1,2,1,2,0,8.24,2,0,180,1,0,0.8402,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-01219,synthetic_demo,2026-02-16,2025-01-06,education,406,15,0,4,0,3,0,9.87,3,1,40,0,0,0.8603,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-01588,synthetic_demo,2026-02-16,2025-06-08,relationship,253,7,0,8,0,2,0,4.72,2,0,180,0,0,0.7567,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-01651,synthetic_demo,2026-02-16,2025-02-09,finance,372,7,0,2,0,2,0,3.59,2,0,180,1,1,0.8752,1,1,1,1,0,0,1,1,1,0,0,0,0,0
SYN-01758,synthetic_demo,2026-02-16,2024-09-24,family,510,6,1,2,0,1,1,6.39,2,0,180,0,0,0.8392,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01920,synthetic_demo,2026-02-16,2024-11-24,career,449,18,0,2,0,2,0,2.97,2,1,29,0,0,0.546,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-02314,synthetic_demo,2026-02-16,2024-10-15,career,489,7,0,3,0,2,0,8.29,0,1,9,0,1,0.6576,1,1,1,0,0,0,1,0,0,0,0,0,1,0
SYN-00040,synthetic_demo,2026-02-17,2025-08-15,relationship,186,6,1,4,1,2,1,4.86,4,0,180,0,0,0.5532,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00365,synthetic_demo,2026-02-17,2025-07-12,career,220,3,1,12,0,9,1,6.25,2,1,76,1,0,0.7425,1,1,1,1,1,0,0,0,0,1,0,0,0,1
SYN-00509,synthetic_demo,2026-02-17,2025-12-25,relationship,54,7,0,1,0,0,0,7.42,2,0,180,0,0,0.5956,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00597,synthetic_demo,2026-02-17,2025-05-01,finance,292,0,2,9,1,4,2,3.23,3,0,180,0,2,0.877,1,1,1,0,0,0,2,1,0,0,0,0,0,0
SYN-00879,synthetic_demo,2026-02-17,2025-01-19,relationship,394,7,0,6,0,5,0,3.05,3,1,7,1,1,0.591,1,1,1,1,0,0,1,0,0,1,1,1,1,0
SYN-00918,synthetic_demo,2026-02-17,2025-08-23,career,178,6,3,9,1,7,3,8.68,2,0,180,0,0,0.701,1,1,1,0,0,0,0,0,0,1,1,1,1,0
SYN-01116,synthetic_demo,2026-02-17,2025-05-26,finance,267,0,2,3,0,0,1,3.36,2,0,180,0,1,0.8115,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SYN-01193,synthetic_demo,2026-02-17,2025-06-07,relationship,255,21,0,1,0,0,0,2.58,1,0,180,0,0,0.8205,1,1,0,0,0,0,0,0,0,0,0,0,1,0
SYN-01290,synthetic_demo,2026-02-17,2025-01-25,career,388,7,0,2,0,1,0,4.16,2,0,180,0,1,0.8296,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SYN-00090,synthetic_demo,2026-02-18,2024-10-10,career,496,7,0,2,0,2,0,2.85,1,0,180,0,0,0.8493,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00377,synthetic_demo,2026-02-18,2025-03-14,career,341,30,0,0,0,0,0,6.59,0,0,180,0,0,0.6727,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SYN-00930,synthetic_demo,2026-02-18,2025-08-07,personal_growth,195,6,3,6,0,5,3,9.43,2,0,180,0,0,0.8903,1,1,1,0,0,0,0,0,0,1,0,0,0,0
SYN-00935,synthetic_demo,2026-02-18,2025-03-23,finance,332,0,6,11,5,8,3,4.04,3,1,28,1,1,0.5331,1,1,1,1,1,0,1,0,0,1,0,0,0,0
SYN-00962,synthetic_demo,2026-02-18,2024-12-01,career,444,6,4,7,1,3,3,4.66,4,1,15,1,0,0.8314,1,1,1,1,1,0,0,0,0,1,0,0,0,0
SYN-01152,synthetic_demo,2026-02-18,2025-10-09,education,132,21,0,4,0,2,0,4.86,4,0,180,0,0,0.5662,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01286,synthetic_demo,2026-02-18,2025-03-08,family,347,7,0,1,0,1,0,9.15,2,0,180,0,1,0.8604,1,1,1,0,0,0,1,1,1,1,0,0,0,0
SYN-01312,synthetic_demo,2026-02-18,2025-03-02,finance,353,23,0,1,0,0,0,4.19,3,0,180,0,0,0.7396,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SYN-01508,synthetic_demo,2026-02-18,2025-04-13,relationship,311,0,4,6,3,5,4,7.45,3,1,15,0,0,0.2824,1,1,1,0,0,0,0,0,0,1,0,0,1,1
SYN-01772,synthetic_demo,2026-02-18,2025-04-04,education,320,11,0,3,0,2,0,7.42,1,0,180,1,1,0.8089,1,1,1,1,1,0,1,1,1,0,0,0,0,0
SYN-02046,synthetic_demo,2026-02-18,2024-10-09,relationship,497,30,0,0,0,0,0,3.28,0,0,180,0,0,0.8945,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00198,synthetic_demo,2026-02-19,2025-02-16,finance,368,11,0,3,0,1,0,1.0,3,0,180,0,0,0.6987,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00238,synthetic_demo,2026-02-19,2025-01-19,relationship,396,2,3,8,1,5,3,6.12,2,2,2,0,0,0.7319,1,1,1,0,0,1,0,0,0,1,1,0,1,0
SYN-00499,synthetic_demo,2026-02-19,2025-09-28,relationship,144,7,0,2,0,0,0,5.41,4,0,180,0,0,0.7727,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00500,synthetic_demo,2026-02-19,2025-02-21,career,363,7,0,2,0,1,0,2.82,4,0,180,0,0,0.7799,1,1,1,0,0,0,0,0,0,1,0,0,1,0
SYN-00525,synthetic_demo,2026-02-19,2024-10-29,career,478,30,0,0,0,0,0,6.79,0,0,180,0,0,0.6199,1,1,0,0,0,0,0,0,0,1,0,0,1,0
SYN-00852,synthetic_demo,2026-02-19,2025-03-11,career,345,29,0,1,0,1,0,2.0,2,0,180,0,0,0.3107,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-01126,synthetic_demo,2026-02-19,2024-11-12,personal_growth,464,6,2,10,1,5,2,5.18,1,2,51,1,1,0.4021,1,1,1,1,1,1,1,1,1,0,0,0,1,0
SYN-01866,synthetic_demo,2026-02-19,2025-03-02,relationship,354,7,0,1,0,1,0,5.21,1,2,6,1,0,0.5259,1,1,1,1,0,1,0,0,0,0,0,0,0,0
SYN-01918,synthetic_demo,2026-02-19,2025-07-06,family,228,2,1,1,0,0,1,6.29,1,0,180,0,1,0.8221,1,1,0,0,0,0,1,0,0,0,0,0,0,0
SYN-01996,synthetic_demo,2026-02-19,2025-01-10,education,405,0,2,7,0,3,0,3.12,1,0,180,1,0,0.8655,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SYN-02081,synthetic_demo,2026-02-19,2025-04-22,family,303,5,1,4,1,3,1,8.95,3,0,180,0,1,0.8511,1,1,1,0,0,0,1,1,1,1,0,0,1,0
SYN-02250,synthetic_demo,2026-02-19,2025-06-15,family,249,6,2,4,1,2,2,6.69,3,1,7,0,0,0.5643,1,1,1,0,0,0,0,0,0,1,1,1,0,0
SYN-00308,synthetic_demo,2026-02-20,2025-09-26,finance,147,11,0,1,0,0,0,8.15,3,0,180,0,2,0.7052,1,1,0,0,0,0,2,2,2,0,0,0,0,1
SYN-00425,synthetic_demo,2026-02-20,2025-05-04,finance,292,6,2,4,1,3,2,3.86,1,0,180,2,1,0.7369,1,1,1,1,1,0,1,0,0,0,0,0,0,0
SYN-00711,synthetic_demo,2026-02-20,2024-11-05,family,472,7,0,3,0,1,0,5.17,2,0,180,0,0,0.7727,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-00758,synthetic_demo,2026-02-20,2025-08-11,relationship,193,6,1,2,0,0,0,7.58,4,0,180,0,1,0.7508,1,1,0,0,0,0,1,0,0,0,0,0,0,0
SYN-00813,synthetic_demo,2026-02-20,2025-03-11,relationship,346,12,0,3,0,0,0,4.06,2,0,180,0,0,0.6094,1,1,0,0,0,0,0,0,0,1,1,0,1,0
SYN-01139,synthetic_demo,2026-02-20,2025-08-12,relationship,192,11,0,5,0,5,0,2.9,1,0,180,1,0,0.6387,1,1,1,1,1,0,0,0,0,1,1,0,0,0
SYN-01216,synthetic_demo,2026-02-20,2025-05-09,relationship,287,6,1,4,0,4,0,6.33,4,0,180,0,1,0.5216,1,1,1,0,0,0,1,1,1,1,0,0,1,0
SYN-01311,synthetic_demo,2026-02-20,2024-10-29,personal_growth,479,7,0,4,0,1,0,5.41,3,0,180,0,0,0.7556,1,1,1,0,0,0,0,0,0,0,0,0,0,0
SYN-01642,synthetic_demo,2026-02-20,2024-10-15,education,493,7,0,1,0,1,0,5.84,0,0,180,0,0,0.7182,1,1,1,0,0,0,0,0,0,0,0,0,1,1
SYN-02067,synthetic_demo,2026-02-20,2025-03-19,relationship,338,7,0,3,0,1,0,3.65,2,0,180,0,0,0.7745,1,1,1,0,0,0,0,0,0,0,0,0,1,0
SYN-02105,synthetic_demo,2026-02-20,2025-03-21,career,336,4,1,3,1,3,0,8.05,3,1,42,0,0,0.5772,1,1,1,0,0,0,0,0,0,0,0,0,0,1
